Grapheme	Frequency	Codepoint	UnicodeName
 	249450	U+0020	SPACE
-	1	U+002D	HYPHEN-MINUS
—	38	U+2014	EM DASH
,	16651	U+002C	COMMA
;	113	U+003B	SEMICOLON
:	153	U+003A	COLON
!	895	U+0021	EXCLAMATION MARK
?	910	U+003F	QUESTION MARK
.	7957	U+002E	FULL STOP
…	1	U+2026	HORIZONTAL ELLIPSIS
'	12	U+0027	APOSTROPHE
‘	621	U+2018	LEFT SINGLE QUOTATION MARK
’	630	U+2019	RIGHT SINGLE QUOTATION MARK
“	1604	U+201C	LEFT DOUBLE QUOTATION MARK
”	1604	U+201D	RIGHT DOUBLE QUOTATION MARK
(	1	U+0028	LEFT PARENTHESIS
)	1	U+0029	RIGHT PARENTHESIS
0	38	U+0030	DIGIT ZERO
1	14	U+0031	DIGIT ONE
2	9	U+0032	DIGIT TWO
3	1	U+0033	DIGIT THREE
4	11	U+0034	DIGIT FOUR
5	3	U+0035	DIGIT FIVE
6	4	U+0036	DIGIT SIX
7	1	U+0037	DIGIT SEVEN
9	1	U+0039	DIGIT NINE
a	202006	U+0061	LATIN SMALL LETTER A
A	2811	U+0041	LATIN CAPITAL LETTER A
b	611	U+0062	LATIN SMALL LETTER B
B	133	U+0042	LATIN CAPITAL LETTER B
c	497	U+0063	LATIN SMALL LETTER C
C	150	U+0043	LATIN CAPITAL LETTER C
d	3196	U+0064	LATIN SMALL LETTER D
D	120	U+0044	LATIN CAPITAL LETTER D
e	61394	U+0065	LATIN SMALL LETTER E
E	680	U+0045	LATIN CAPITAL LETTER E
f	42	U+0066	LATIN SMALL LETTER F
F	32	U+0046	LATIN CAPITAL LETTER F
g	5444	U+0067	LATIN SMALL LETTER G
G	2688	U+0047	LATIN CAPITAL LETTER G
h	37514	U+0068	LATIN SMALL LETTER H
H	1273	U+0048	LATIN CAPITAL LETTER H
i	86334	U+0069	LATIN SMALL LETTER I
I	2004	U+0049	LATIN CAPITAL LETTER I
j	5125	U+006A	LATIN SMALL LETTER J
J	994	U+004A	LATIN CAPITAL LETTER J
k	9664	U+006B	LATIN SMALL LETTER K
K	1214	U+004B	LATIN CAPITAL LETTER K
l	50713	U+006C	LATIN SMALL LETTER L
L	728	U+004C	LATIN CAPITAL LETTER L
m	51855	U+006D	LATIN SMALL LETTER M
M	2712	U+004D	LATIN CAPITAL LETTER M
n	64222	U+006E	LATIN SMALL LETTER N
N	1000	U+004E	LATIN CAPITAL LETTER N
o	78803	U+006F	LATIN SMALL LETTER O
O	383	U+004F	LATIN CAPITAL LETTER O
p	22509	U+0070	LATIN SMALL LETTER P
P	1799	U+0050	LATIN CAPITAL LETTER P
q	7	U+0071	LATIN SMALL LETTER Q
Q	2	U+0051	LATIN CAPITAL LETTER Q
r	43166	U+0072	LATIN SMALL LETTER R
R	458	U+0052	LATIN CAPITAL LETTER R
r̃	12026	U+0072, U+0303	LATIN SMALL LETTER R, COMBINING TILDE
R̃	115	U+0052, U+0303	LATIN CAPITAL LETTER R, COMBINING TILDE
s	34710	U+0073	LATIN SMALL LETTER S
S	678	U+0053	LATIN CAPITAL LETTER S
t	49070	U+0074	LATIN SMALL LETTER T
T	1851	U+0054	LATIN CAPITAL LETTER T
u	46928	U+0075	LATIN SMALL LETTER U
U	18	U+0055	LATIN CAPITAL LETTER U
v	29973	U+0076	LATIN SMALL LETTER V
V	691	U+0056	LATIN CAPITAL LETTER V
w	568	U+0077	LATIN SMALL LETTER W
W	12	U+0057	LATIN CAPITAL LETTER W
x	26	U+0078	LATIN SMALL LETTER X
y	298	U+0079	LATIN SMALL LETTER Y
z	107	U+007A	LATIN SMALL LETTER Z
Z	44	U+005A	LATIN CAPITAL LETTER Z
