!	397
(	5
)	5
,	18919
.	6701
10ke	1
:	2457
;	3023
?	987
A	422
Aarone	5
Abadone	1
Abba	3
Abele	4
Abia	3
Abiathare	1
Abilene	1
Abiude	2
Abrahama	78
Adama	9
Adi	1
Adramite	1
Adria	1
Afia	1
Agabuse	2
Agare	2
Agripa	12
Akaea	11
Akaike	1
Akase	2
Akgela	1
Akgelang	1
Akila	6
Akime	2
Ako	6
Akofa	1
Aleksandere	6
Aleksandria	4
Alfea	5
Alleluya	4
Alosa	2
Alosang	1
Amen	45
Amfipolise	1
Aminadabe	3
Amohelang	1
Amone	2
Amose	1
Ampliase	1
Ana	49
Ananiase	11
Anathema	1
Andrease	13
Andronika	1
Anna	5
Anthe	1
Antioke	20
Antipase	1
Antipatrise	1
Apara	1
Aparang	1
Apelle	1
Apiuse	1
Apolione	1
Apolonia	1
Apolose	9
Appolose	1
Arabia	2
Arame	3
Areopago	3
Aretase	1
Arimathea	4
Aristarke	5
Aristobule	1
Arkelause	1
Arkipe	2
Arpaksade	1
Artemase	1
Asa	2
Asere	2
Asia	22
Asinkrite	1
Asone	2
Asore	2
Asote	1
Atamelang	1
Athe	66
Athene	5
Attalia	1
Augusto	2
Ba	360
Baale	1
Baapostola	7
Baarabia	1
Baathene	1
Babarebare	2
Babilona	12
Babusi	1
Badameseka	1
Badisa	1
Baditjhaba	1
Badumedi	1
Baefese	3
Baegepeta	2
Baelame	1
Baena	3
Baepikure	1
Baetsadibe	1
Bafarisi	20
Bafilipi	1
Bafu	1
Bagadarene	1
Bagalata	1
Bagalelea	5
Bagerasene	1
Bagergesene	2
Bagerike	22
Bahabo	1
Bahalaledi	2
Baheberu	3
Baheroda	3
Baheso	1
Bahlabani	4
Bahlanka	11
Bahlankana	1
Baholo	3
Bahwebi	1
Baikaketsi	4
Baikgantshi	1
Baiseraele	10
Bajuda	178
Bakalde	1
Bakang	4
Bakeng	3
Bakgerike	1
Bakorinthe	2
Bakreta	2
Balaame	3
Balake	1
Balebedi	1
Balekane	2
Balekgetho	3
Balevi	1
Balori	1
Bamede	1
Bana	18
Banabeso	29
Banasaretha	1
Bangodi	10
Banikola	2
Banna	40
Bao	26
Bapartha	1
Bapatriareka	1
Bapatsang	1
Baporofeta	4
Baporoselite	1
Baprista	10
Bara	3
Barabase	11
Baradi	1
Barake	1
Barakia	1
Baratuwa	10
Bare-Jesu	1
Barnabase	30
Baroma	6
Barsabase	2
Bartholome	4
Bartimea	1
Barui	1
Barutuwa	42
Barwetsana	1
Basadi	6
Basadusi	4
Basamaria	6
Basidone	1
Basiro-Fenisia	1
Bastoike	1
Batemona	2
Bathesalonika	2
Batho	23
Batire	1
Batlamolohi	1
Batlang	1
Batsamaisi	1
Batswadi	3
Beelsebule	7
Beliale	1
Benghadi	2
Benjamine	4
Berea	3
Berenise	3
Beta	3
Betang	1
Bethania	12
Bethefage	3
Bethesda	1
Bethlehema	8
Bethsaida	7
Bithinia	2
Bitsa	1
Blaste	1
Boaho	1
Boanergese	1
Boase	3
Boela	1
Boelanang	1
Bofelo	1
Bohadi	1
Bohareng	1
Bohlale	3
Bohle	18
Bohobe	1
