Grapheme	Frequency	Codepoint	UnicodeName
 	188298	U+0020	SPACE
-	1	U+002D	HYPHEN-MINUS
—	6	U+2014	EM DASH
,	12614	U+002C	COMMA
;	330	U+003B	SEMICOLON
:	2434	U+003A	COLON
!	495	U+0021	EXCLAMATION MARK
?	934	U+003F	QUESTION MARK
.	10206	U+002E	FULL STOP
‘	384	U+2018	LEFT SINGLE QUOTATION MARK
’	376	U+2019	RIGHT SINGLE QUOTATION MARK
“	2112	U+201C	LEFT DOUBLE QUOTATION MARK
”	1975	U+201D	RIGHT DOUBLE QUOTATION MARK
(	10	U+0028	LEFT PARENTHESIS
)	10	U+0029	RIGHT PARENTHESIS
[	15	U+005B	LEFT SQUARE BRACKET
]	15	U+005D	RIGHT SQUARE BRACKET
0	45	U+0030	DIGIT ZERO
1	15	U+0031	DIGIT ONE
2	12	U+0032	DIGIT TWO
4	6	U+0034	DIGIT FOUR
6	3	U+0036	DIGIT SIX
a	127648	U+0061	LATIN SMALL LETTER A
A	2019	U+0041	LATIN CAPITAL LETTER A
b	7398	U+0062	LATIN SMALL LETTER B
B	134	U+0042	LATIN CAPITAL LETTER B
d	18922	U+0064	LATIN SMALL LETTER D
D	164	U+0044	LATIN CAPITAL LETTER D
e	66222	U+0065	LATIN SMALL LETTER E
E	702	U+0045	LATIN CAPITAL LETTER E
f	1484	U+0066	LATIN SMALL LETTER F
F	103	U+0046	LATIN CAPITAL LETTER F
g	25496	U+0067	LATIN SMALL LETTER G
G	173	U+0047	LATIN CAPITAL LETTER G
h	36094	U+0068	LATIN SMALL LETTER H
H	252	U+0048	LATIN CAPITAL LETTER H
i	61763	U+0069	LATIN SMALL LETTER I
I	1448	U+0049	LATIN CAPITAL LETTER I
j	3627	U+006A	LATIN SMALL LETTER J
J	2337	U+004A	LATIN CAPITAL LETTER J
k	44734	U+006B	LATIN SMALL LETTER K
K	3434	U+004B	LATIN CAPITAL LETTER K
l	44838	U+006C	LATIN SMALL LETTER L
L	142	U+004C	LATIN CAPITAL LETTER L
m	38684	U+006D	LATIN SMALL LETTER M
M	777	U+004D	LATIN CAPITAL LETTER M
n	65999	U+006E	LATIN SMALL LETTER N
N	1836	U+004E	LATIN CAPITAL LETTER N
o	83776	U+006F	LATIN SMALL LETTER O
O	7081	U+004F	LATIN CAPITAL LETTER O
p	12990	U+0070	LATIN SMALL LETTER P
P	719	U+0050	LATIN CAPITAL LETTER P
r	2214	U+0072	LATIN SMALL LETTER R
R	39	U+0052	LATIN CAPITAL LETTER R
s	24344	U+0073	LATIN SMALL LETTER S
S	704	U+0053	LATIN CAPITAL LETTER S
t	33213	U+0074	LATIN SMALL LETTER T
T	649	U+0054	LATIN CAPITAL LETTER T
u	57719	U+0075	LATIN SMALL LETTER U
U	112	U+0055	LATIN CAPITAL LETTER U
v	2818	U+0076	LATIN SMALL LETTER V
V	5	U+0056	LATIN CAPITAL LETTER V
w	25635	U+0077	LATIN SMALL LETTER W
W	3	U+0057	LATIN CAPITAL LETTER W
y	32064	U+0079	LATIN SMALL LETTER Y
Y	156	U+0059	LATIN CAPITAL LETTER Y
z	1120	U+007A	LATIN SMALL LETTER Z
Z	19	U+005A	LATIN CAPITAL LETTER Z
