Grapheme	Frequency	Codepoint	UnicodeName
 	152654	U+0020	SPACE
-	248	U+002D	HYPHEN-MINUS
—	2571	U+2014	EM DASH
,	13865	U+002C	COMMA
:	2416	U+003A	COLON
!	416	U+0021	EXCLAMATION MARK
¡	416	U+00A1	INVERTED EXCLAMATION MARK
?	938	U+003F	QUESTION MARK
¿	937	U+00BF	INVERTED QUESTION MARK
.	13052	U+002E	FULL STOP
‘	59	U+2018	LEFT SINGLE QUOTATION MARK
’	59	U+2019	RIGHT SINGLE QUOTATION MARK
“	892	U+201C	LEFT DOUBLE QUOTATION MARK
”	890	U+201D	RIGHT DOUBLE QUOTATION MARK
«	446	U+00AB	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
»	447	U+00BB	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
(	23	U+0028	LEFT PARENTHESIS
)	23	U+0029	RIGHT PARENTHESIS
[	3	U+005B	LEFT SQUARE BRACKET
]	3	U+005D	RIGHT SQUARE BRACKET
a	221940	U+0061	LATIN SMALL LETTER A
A	1718	U+0041	LATIN CAPITAL LETTER A
á	154	U+00E1	LATIN SMALL LETTER A WITH ACUTE
Á	3	U+00C1	LATIN CAPITAL LETTER A WITH ACUTE
b	2430	U+0062	LATIN SMALL LETTER B
B	198	U+0042	LATIN CAPITAL LETTER B
c	127436	U+0063	LATIN SMALL LETTER C
C	7059	U+0043	LATIN CAPITAL LETTER C
d	5195	U+0064	LATIN SMALL LETTER D
D	3610	U+0044	LATIN CAPITAL LETTER D
e	9599	U+0065	LATIN SMALL LETTER E
E	511	U+0045	LATIN CAPITAL LETTER E
é	214	U+00E9	LATIN SMALL LETTER E WITH ACUTE
f	347	U+0066	LATIN SMALL LETTER F
F	140	U+0046	LATIN CAPITAL LETTER F
g	8092	U+0067	LATIN SMALL LETTER G
G	193	U+0047	LATIN CAPITAL LETTER G
h	77704	U+0068	LATIN SMALL LETTER H
H	318	U+0048	LATIN CAPITAL LETTER H
i	105518	U+0069	LATIN SMALL LETTER I
I	566	U+0049	LATIN CAPITAL LETTER I
í	243	U+00ED	LATIN SMALL LETTER I WITH ACUTE
j	3685	U+006A	LATIN SMALL LETTER J
J	3425	U+004A	LATIN CAPITAL LETTER J
k	7	U+006B	LATIN SMALL LETTER K
l	30772	U+006C	LATIN SMALL LETTER L
L	136	U+004C	LATIN CAPITAL LETTER L
m	37566	U+006D	LATIN SMALL LETTER M
M	1665	U+004D	LATIN CAPITAL LETTER M
n	72090	U+006E	LATIN SMALL LETTER N
N	98	U+004E	LATIN CAPITAL LETTER N
ñ	5505	U+00F1	LATIN SMALL LETTER N WITH TILDE
Ñ	1120	U+00D1	LATIN CAPITAL LETTER N WITH TILDE
o	9855	U+006F	LATIN SMALL LETTER O
O	78	U+004F	LATIN CAPITAL LETTER O
ó	141	U+00F3	LATIN SMALL LETTER O WITH ACUTE
p	40247	U+0070	LATIN SMALL LETTER P
P	1975	U+0050	LATIN CAPITAL LETTER P
q	4302	U+0071	LATIN SMALL LETTER Q
Q	151	U+0051	LATIN CAPITAL LETTER Q
r	29263	U+0072	LATIN SMALL LETTER R
R	246	U+0052	LATIN CAPITAL LETTER R
s	51985	U+0073	LATIN SMALL LETTER S
S	1925	U+0053	LATIN CAPITAL LETTER S
t	37395	U+0074	LATIN SMALL LETTER T
T	791	U+0054	LATIN CAPITAL LETTER T
u	82105	U+0075	LATIN SMALL LETTER U
U	88	U+0055	LATIN CAPITAL LETTER U
ú	584	U+00FA	LATIN SMALL LETTER U WITH ACUTE
Ú	2	U+00DA	LATIN CAPITAL LETTER U WITH ACUTE
ü	43	U+00FC	LATIN SMALL LETTER U WITH DIAERESIS
v	785	U+0076	LATIN SMALL LETTER V
V	14	U+0056	LATIN CAPITAL LETTER V
x	18	U+0078	LATIN SMALL LETTER X
y	9943	U+0079	LATIN SMALL LETTER Y
Y	144	U+0059	LATIN CAPITAL LETTER Y
z	1784	U+007A	LATIN SMALL LETTER Z
Z	53	U+005A	LATIN CAPITAL LETTER Z
